ParticipantPrivateID,Response,gain,safe,ID,gamma
11371872,1,200,50,5,0.0530755738394842
11371872,1,200,60,5,0.0530755738394842
11371872,1,200,70,5,0.0530755738394842
11371872,1,200,55,5,0.0530755738394842
11371872,1,200,65,5,0.0530755738394842
11371872,1,200,85,5,0.0530755738394842
11371872,0,200,100,5,0.0530755738394842
11371872,1,200,75,5,0.0530755738394842
11371872,1,200,95,5,0.0530755738394842
11371872,1,200,80,5,0.0530755738394842
11371872,1,200,90,5,0.0530755738394842
11371872,0,200,105,5,0.0530755738394842
11371872,0,200,120,5,0.0530755738394842
11371872,0,200,110,5,0.0530755738394842
11371872,0,200,115,5,0.0530755738394842
11375672,0,200,50,16,0.987035590289899
11375672,0,200,60,16,0.987035590289899
11375672,0,200,70,16,0.987035590289899
11375672,0,200,55,16,0.987035590289899
11375672,0,200,65,16,0.987035590289899
11375672,0,200,85,16,0.987035590289899
11375672,0,200,100,16,0.987035590289899
11375672,0,200,75,16,0.987035590289899
11375672,0,200,95,16,0.987035590289899
11375672,0,200,80,16,0.987035590289899
11375672,0,200,90,16,0.987035590289899
11375672,0,200,105,16,0.987035590289899
11375672,0,200,120,16,0.987035590289899
11375672,0,200,110,16,0.987035590289899
11375672,0,200,115,16,0.987035590289899
11375815,1,200,50,25,0.156995855663583
11375815,1,200,60,25,0.156995855663583
11375815,1,200,70,25,0.156995855663583
11375815,1,200,55,25,0.156995855663583
11375815,1,200,65,25,0.156995855663583
11375815,1,200,85,25,0.156995855663583
11375815,0,200,100,25,0.156995855663583
11375815,1,200,75,25,0.156995855663583
11375815,0,200,95,25,0.156995855663583
11375815,1,200,80,25,0.156995855663583
11375815,0,200,90,25,0.156995855663583
11375815,0,200,105,25,0.156995855663583
11375815,0,200,120,25,0.156995855663583
11375815,0,200,110,25,0.156995855663583
11375815,0,200,115,25,0.156995855663583
11375907,0,200,50,31,0.987035590289899
11375907,0,200,60,31,0.987035590289899
11375907,0,200,70,31,0.987035590289899
11375907,0,200,55,31,0.987035590289899
11375907,0,200,65,31,0.987035590289899
11375907,0,200,85,31,0.987035590289899
11375907,0,200,100,31,0.987035590289899
11375907,0,200,75,31,0.987035590289899
11375907,0,200,95,31,0.987035590289899
11375907,0,200,80,31,0.987035590289899
11375907,0,200,90,31,0.987035590289899
11375907,0,200,105,31,0.987035590289899
11375907,0,200,120,31,0.987035590289899
11375907,0,200,110,31,0.987035590289899
11375907,0,200,115,31,0.987035590289899
11376009,1,200,50,37,0.184331381317486
11376009,1,200,60,37,0.184331381317486
11376009,0,200,70,37,0.184331381317486
11376009,1,200,55,37,0.184331381317486
11376009,1,200,65,37,0.184331381317486
11376009,1,200,85,37,0.184331381317486
11376009,0,200,100,37,0.184331381317486
11376009,1,200,75,37,0.184331381317486
11376009,1,200,95,37,0.184331381317486
11376009,1,200,80,37,0.184331381317486
11376009,1,200,90,37,0.184331381317486
11376009,0,200,105,37,0.184331381317486
11376009,0,200,120,37,0.184331381317486
11376009,0,200,110,37,0.184331381317486
11376009,0,200,115,37,0.184331381317486
11376027,1,200,50,38,0.223751439720677
11376027,1,200,60,38,0.223751439720677
11376027,1,200,70,38,0.223751439720677
11376027,1,200,55,38,0.223751439720677
11376027,1,200,65,38,0.223751439720677
11376027,1,200,85,38,0.223751439720677
11376027,0,200,100,38,0.223751439720677
11376027,1,200,75,38,0.223751439720677
11376027,0,200,95,38,0.223751439720677
11376027,0,200,80,38,0.223751439720677
11376027,0,200,90,38,0.223751439720677
11376027,0,200,105,38,0.223751439720677
11376027,0,200,120,38,0.223751439720677
11376027,0,200,110,38,0.223751439720677
11376027,0,200,115,38,0.223751439720677
11376230,0,200,50,46,0.987035590289899
11376230,0,200,60,46,0.987035590289899
11376230,0,200,70,46,0.987035590289899
11376230,0,200,55,46,0.987035590289899
11376230,0,200,65,46,0.987035590289899
11376230,0,200,85,46,0.987035590289899
11376230,0,200,100,46,0.987035590289899
11376230,0,200,75,46,0.987035590289899
11376230,0,200,95,46,0.987035590289899
11376230,0,200,80,46,0.987035590289899
11376230,0,200,90,46,0.987035590289899
11376230,0,200,105,46,0.987035590289899
11376230,0,200,120,46,0.987035590289899
11376230,0,200,110,46,0.987035590289899
11376230,0,200,115,46,0.987035590289899
11376357,1,200,50,49,0.395971319993357
11376357,1,200,60,49,0.395971319993357
11376357,0,200,70,49,0.395971319993357
11376357,1,200,55,49,0.395971319993357
11376357,0,200,65,49,0.395971319993357
11376357,0,200,85,49,0.395971319993357
11376357,0,200,100,49,0.395971319993357
11376357,0,200,75,49,0.395971319993357
11376357,0,200,95,49,0.395971319993357
11376357,0,200,80,49,0.395971319993357
11376357,0,200,90,49,0.395971319993357
11376357,0,200,105,49,0.395971319993357
11376357,0,200,120,49,0.395971319993357
11376357,0,200,110,49,0.395971319993357
11376357,0,200,115,49,0.395971319993357
11376583,1,200,50,57,0.395971319993357
11376583,1,200,60,57,0.395971319993357
11376583,0,200,70,57,0.395971319993357
11376583,1,200,55,57,0.395971319993357
11376583,0,200,65,57,0.395971319993357
11376583,0,200,85,57,0.395971319993357
11376583,0,200,100,57,0.395971319993357
11376583,0,200,75,57,0.395971319993357
11376583,0,200,95,57,0.395971319993357
11376583,0,200,80,57,0.395971319993357
11376583,0,200,90,57,0.395971319993357
11376583,0,200,105,57,0.395971319993357
11376583,0,200,120,57,0.395971319993357
11376583,0,200,110,57,0.395971319993357
11376583,0,200,115,57,0.395971319993357
11376647,1,200,50,60,0.156995855663583
11376647,1,200,60,60,0.156995855663583
11376647,1,200,70,60,0.156995855663583
11376647,1,200,55,60,0.156995855663583
11376647,1,200,65,60,0.156995855663583
11376647,1,200,85,60,0.156995855663583
11376647,0,200,100,60,0.156995855663583
11376647,1,200,75,60,0.156995855663583
11376647,0,200,95,60,0.156995855663583
11376647,1,200,80,60,0.156995855663583
11376647,0,200,90,60,0.156995855663583
11376647,0,200,105,60,0.156995855663583
11376647,0,200,120,60,0.156995855663583
11376647,0,200,110,60,0.156995855663583
11376647,0,200,115,60,0.156995855663583
11376830,1,200,50,67,0.0530755738394842
11376830,1,200,60,67,0.0530755738394842
11376830,1,200,70,67,0.0530755738394842
11376830,1,200,55,67,0.0530755738394842
11376830,1,200,65,67,0.0530755738394842
11376830,1,200,85,67,0.0530755738394842
11376830,0,200,100,67,0.0530755738394842
11376830,1,200,75,67,0.0530755738394842
11376830,1,200,95,67,0.0530755738394842
11376830,1,200,80,67,0.0530755738394842
11376830,1,200,90,67,0.0530755738394842
11376830,0,200,105,67,0.0530755738394842
11376830,0,200,120,67,0.0530755738394842
11376830,0,200,110,67,0.0530755738394842
11376830,0,200,115,67,0.0530755738394842
11376994,1,200,50,74,0.223751439720677
11376994,1,200,60,74,0.223751439720677
11376994,1,200,70,74,0.223751439720677
11376994,1,200,55,74,0.223751439720677
11376994,1,200,65,74,0.223751439720677
11376994,1,200,85,74,0.223751439720677
11376994,0,200,100,74,0.223751439720677
11376994,1,200,75,74,0.223751439720677
11376994,0,200,95,74,0.223751439720677
11376994,0,200,80,74,0.223751439720677
11376994,0,200,90,74,0.223751439720677
11376994,0,200,105,74,0.223751439720677
11376994,0,200,120,74,0.223751439720677
11376994,0,200,110,74,0.223751439720677
11376994,0,200,115,74,0.223751439720677
11377283,0,200,50,82,0.987035590289899
11377283,0,200,60,82,0.987035590289899
11377283,0,200,70,82,0.987035590289899
11377283,0,200,55,82,0.987035590289899
11377283,0,200,65,82,0.987035590289899
11377283,0,200,85,82,0.987035590289899
11377283,0,200,100,82,0.987035590289899
11377283,0,200,75,82,0.987035590289899
11377283,0,200,95,82,0.987035590289899
11377283,0,200,80,82,0.987035590289899
11377283,0,200,90,82,0.987035590289899
11377283,0,200,105,82,0.987035590289899
11377283,0,200,120,82,0.987035590289899
11377283,0,200,110,82,0.987035590289899
11377283,0,200,115,82,0.987035590289899
11377326,1,200,50,85,0.0975135845498421
11377326,1,200,60,85,0.0975135845498421
11377326,1,200,70,85,0.0975135845498421
11377326,1,200,55,85,0.0975135845498421
11377326,1,200,65,85,0.0975135845498421
11377326,1,200,85,85,0.0975135845498421
11377326,0,200,100,85,0.0975135845498421
11377326,1,200,75,85,0.0975135845498421
11377326,0,200,95,85,0.0975135845498421
11377326,1,200,80,85,0.0975135845498421
11377326,1,200,90,85,0.0975135845498421
11377326,0,200,105,85,0.0975135845498421
11377326,0,200,120,85,0.0975135845498421
11377326,0,200,110,85,0.0975135845498421
11377326,0,200,115,85,0.0975135845498421
11377560,1,200,50,94,0.395971319993357
11377560,1,200,60,94,0.395971319993357
11377560,0,200,70,94,0.395971319993357
11377560,1,200,55,94,0.395971319993357
11377560,0,200,65,94,0.395971319993357
11377560,0,200,85,94,0.395971319993357
11377560,0,200,100,94,0.395971319993357
11377560,0,200,75,94,0.395971319993357
11377560,0,200,95,94,0.395971319993357
11377560,0,200,80,94,0.395971319993357
11377560,0,200,90,94,0.395971319993357
11377560,0,200,105,94,0.395971319993357
11377560,0,200,120,94,0.395971319993357
11377560,0,200,110,94,0.395971319993357
11377560,0,200,115,94,0.395971319993357
11377743,1,200,50,101,0.505045665228542
11377743,0,200,60,101,0.505045665228542
11377743,0,200,70,101,0.505045665228542
11377743,0,200,55,101,0.505045665228542
11377743,0,200,65,101,0.505045665228542
11377743,0,200,85,101,0.505045665228542
11377743,0,200,100,101,0.505045665228542
11377743,0,200,75,101,0.505045665228542
11377743,0,200,95,101,0.505045665228542
11377743,0,200,80,101,0.505045665228542
11377743,0,200,90,101,0.505045665228542
11377743,0,200,105,101,0.505045665228542
11377743,0,200,120,101,0.505045665228542
11377743,0,200,110,101,0.505045665228542
11377743,0,200,115,101,0.505045665228542
11398332,1,200,50,109,0.261981712954696
11398332,1,200,60,109,0.261981712954696
11398332,1,200,70,109,0.261981712954696
11398332,1,200,55,109,0.261981712954696
11398332,1,200,65,109,0.261981712954696
11398332,0,200,85,109,0.261981712954696
11398332,0,200,100,109,0.261981712954696
11398332,1,200,75,109,0.261981712954696
11398332,0,200,95,109,0.261981712954696
11398332,0,200,80,109,0.261981712954696
11398332,0,200,90,109,0.261981712954696
11398332,0,200,105,109,0.261981712954696
11398332,0,200,120,109,0.261981712954696
11398332,0,200,110,109,0.261981712954696
11398332,0,200,115,109,0.261981712954696
11398344,1,200,50,114,0.261981712954696
11398344,1,200,60,114,0.261981712954696
11398344,1,200,70,114,0.261981712954696
11398344,1,200,55,114,0.261981712954696
11398344,1,200,65,114,0.261981712954696
11398344,0,200,85,114,0.261981712954696
11398344,0,200,100,114,0.261981712954696
11398344,1,200,75,114,0.261981712954696
11398344,0,200,95,114,0.261981712954696
11398344,0,200,80,114,0.261981712954696
11398344,0,200,90,114,0.261981712954696
11398344,0,200,105,114,0.261981712954696
11398344,0,200,120,114,0.261981712954696
11398344,0,200,110,114,0.261981712954696
11398344,0,200,115,114,0.261981712954696
11398331,0,200,50,108,0.987035590289899
11398331,0,200,60,108,0.987035590289899
11398331,0,200,70,108,0.987035590289899
11398331,0,200,55,108,0.987035590289899
11398331,0,200,65,108,0.987035590289899
11398331,0,200,85,108,0.987035590289899
11398331,0,200,100,108,0.987035590289899
11398331,0,200,75,108,0.987035590289899
11398331,0,200,95,108,0.987035590289899
11398331,0,200,80,108,0.987035590289899
11398331,0,200,90,108,0.987035590289899
11398331,0,200,105,108,0.987035590289899
11398331,0,200,120,108,0.987035590289899
11398331,0,200,110,108,0.987035590289899
11398331,0,200,115,108,0.987035590289899
11371842,0,200,50,3,0.723314729054382
11371842,0,200,60,3,0.723314729054382
11371842,0,200,70,3,0.723314729054382
11371842,0,200,55,3,0.723314729054382
11371842,0,200,65,3,0.723314729054382
11371842,0,200,85,3,0.723314729054382
11371842,0,200,100,3,0.723314729054382
11371842,1,200,75,3,0.723314729054382
11371842,1,200,95,3,0.723314729054382
11371842,0,200,80,3,0.723314729054382
11371842,1,200,90,3,0.723314729054382
11371842,1,200,105,3,0.723314729054382
11371842,1,200,120,3,0.723314729054382
11371842,1,200,110,3,0.723314729054382
11371842,1,200,115,3,0.723314729054382
11375529,1,200,50,6,0.308820076415846
11375529,1,200,60,6,0.308820076415846
11375529,1,200,70,6,0.308820076415846
11375529,1,200,55,6,0.308820076415846
11375529,1,200,65,6,0.308820076415846
11375529,0,200,85,6,0.308820076415846
11375529,0,200,100,6,0.308820076415846
11375529,0,200,75,6,0.308820076415846
11375529,0,200,95,6,0.308820076415846
11375529,0,200,80,6,0.308820076415846
11375529,0,200,90,6,0.308820076415846
11375529,0,200,105,6,0.308820076415846
11375529,0,200,120,6,0.308820076415846
11375529,0,200,110,6,0.308820076415846
11375529,0,200,115,6,0.308820076415846
11375583,1,200,50,13,0.0975135845498421
11375583,1,200,60,13,0.0975135845498421
11375583,1,200,70,13,0.0975135845498421
11375583,1,200,55,13,0.0975135845498421
11375583,1,200,65,13,0.0975135845498421
11375583,1,200,85,13,0.0975135845498421
11375583,0,200,100,13,0.0975135845498421
11375583,1,200,75,13,0.0975135845498421
11375583,0,200,95,13,0.0975135845498421
11375583,1,200,80,13,0.0975135845498421
11375583,1,200,90,13,0.0975135845498421
11375583,0,200,105,13,0.0975135845498421
11375583,0,200,120,13,0.0975135845498421
11375583,0,200,110,13,0.0975135845498421
11375583,0,200,115,13,0.0975135845498421
11375685,1,200,50,18,0.417868029011046
11375685,0,200,60,18,0.417868029011046
11375685,0,200,70,18,0.417868029011046
11375685,1,200,55,18,0.417868029011046
11375685,0,200,65,18,0.417868029011046
11375685,0,200,85,18,0.417868029011046
11375685,0,200,100,18,0.417868029011046
11375685,1,200,75,18,0.417868029011046
11375685,0,200,95,18,0.417868029011046
11375685,0,200,80,18,0.417868029011046
11375685,0,200,90,18,0.417868029011046
11375685,0,200,105,18,0.417868029011046
11375685,0,200,120,18,0.417868029011046
11375685,0,200,110,18,0.417868029011046
11375685,0,200,115,18,0.417868029011046
11375721,0,200,50,21,0.987035590289899
11375721,0,200,60,21,0.987035590289899
11375721,0,200,70,21,0.987035590289899
11375721,0,200,55,21,0.987035590289899
11375721,0,200,65,21,0.987035590289899
11375721,0,200,85,21,0.987035590289899
11375721,0,200,100,21,0.987035590289899
11375721,0,200,75,21,0.987035590289899
11375721,0,200,95,21,0.987035590289899
11375721,0,200,80,21,0.987035590289899
11375721,0,200,90,21,0.987035590289899
11375721,0,200,105,21,0.987035590289899
11375721,0,200,120,21,0.987035590289899
11375721,0,200,110,21,0.987035590289899
11375721,0,200,115,21,0.987035590289899
11375889,1,200,50,29,0.0530755738394842
11375889,1,200,60,29,0.0530755738394842
11375889,1,200,70,29,0.0530755738394842
11375889,1,200,55,29,0.0530755738394842
11375889,1,200,65,29,0.0530755738394842
11375889,1,200,85,29,0.0530755738394842
11375889,0,200,100,29,0.0530755738394842
11375889,1,200,75,29,0.0530755738394842
11375889,1,200,95,29,0.0530755738394842
11375889,1,200,80,29,0.0530755738394842
11375889,1,200,90,29,0.0530755738394842
11375889,0,200,105,29,0.0530755738394842
11375889,0,200,120,29,0.0530755738394842
11375889,0,200,110,29,0.0530755738394842
11375889,0,200,115,29,0.0530755738394842
11375966,0,200,50,34,0.987035590289899
11375966,0,200,60,34,0.987035590289899
11375966,0,200,70,34,0.987035590289899
11375966,0,200,55,34,0.987035590289899
11375966,0,200,65,34,0.987035590289899
11375966,0,200,85,34,0.987035590289899
11375966,0,200,100,34,0.987035590289899
11375966,0,200,75,34,0.987035590289899
11375966,0,200,95,34,0.987035590289899
11375966,0,200,80,34,0.987035590289899
11375966,0,200,90,34,0.987035590289899
11375966,0,200,105,34,0.987035590289899
11375966,0,200,120,34,0.987035590289899
11375966,0,200,110,34,0.987035590289899
11375966,0,200,115,34,0.987035590289899
11376225,0,200,50,45,0.987035590289899
11376225,0,200,60,45,0.987035590289899
11376225,0,200,70,45,0.987035590289899
11376225,0,200,55,45,0.987035590289899
11376225,0,200,65,45,0.987035590289899
11376225,0,200,85,45,0.987035590289899
11376225,0,200,100,45,0.987035590289899
11376225,0,200,75,45,0.987035590289899
11376225,0,200,95,45,0.987035590289899
11376225,0,200,80,45,0.987035590289899
11376225,0,200,90,45,0.987035590289899
11376225,0,200,105,45,0.987035590289899
11376225,0,200,120,45,0.987035590289899
11376225,0,200,110,45,0.987035590289899
11376225,0,200,115,45,0.987035590289899
11376521,0,200,50,55,0.987035590289899
11376521,0,200,60,55,0.987035590289899
11376521,0,200,70,55,0.987035590289899
11376521,0,200,55,55,0.987035590289899
11376521,0,200,65,55,0.987035590289899
11376521,0,200,85,55,0.987035590289899
11376521,0,200,100,55,0.987035590289899
11376521,0,200,75,55,0.987035590289899
11376521,0,200,95,55,0.987035590289899
11376521,0,200,80,55,0.987035590289899
11376521,0,200,90,55,0.987035590289899
11376521,0,200,105,55,0.987035590289899
11376521,0,200,120,55,0.987035590289899
11376521,0,200,110,55,0.987035590289899
11376521,0,200,115,55,0.987035590289899
11376635,1,200,50,59,0.261981712954696
11376635,1,200,60,59,0.261981712954696
11376635,1,200,70,59,0.261981712954696
11376635,1,200,55,59,0.261981712954696
11376635,1,200,65,59,0.261981712954696
11376635,0,200,85,59,0.261981712954696
11376635,0,200,100,59,0.261981712954696
11376635,1,200,75,59,0.261981712954696
11376635,0,200,95,59,0.261981712954696
11376635,0,200,80,59,0.261981712954696
11376635,0,200,90,59,0.261981712954696
11376635,0,200,105,59,0.261981712954696
11376635,0,200,120,59,0.261981712954696
11376635,0,200,110,59,0.261981712954696
11376635,0,200,115,59,0.261981712954696
11376667,1,200,50,62,0.261981712954696
11376667,1,200,60,62,0.261981712954696
11376667,1,200,70,62,0.261981712954696
11376667,1,200,55,62,0.261981712954696
11376667,1,200,65,62,0.261981712954696
11376667,0,200,85,62,0.261981712954696
11376667,0,200,100,62,0.261981712954696
11376667,1,200,75,62,0.261981712954696
11376667,0,200,95,62,0.261981712954696
11376667,0,200,80,62,0.261981712954696
11376667,0,200,90,62,0.261981712954696
11376667,0,200,105,62,0.261981712954696
11376667,0,200,120,62,0.261981712954696
11376667,0,200,110,62,0.261981712954696
11376667,0,200,115,62,0.261981712954696
11376914,1,200,50,72,0.0530755738394842
11376914,1,200,60,72,0.0530755738394842
11376914,1,200,70,72,0.0530755738394842
11376914,1,200,55,72,0.0530755738394842
11376914,1,200,65,72,0.0530755738394842
11376914,1,200,85,72,0.0530755738394842
11376914,0,200,100,72,0.0530755738394842
11376914,1,200,75,72,0.0530755738394842
11376914,1,200,95,72,0.0530755738394842
11376914,1,200,80,72,0.0530755738394842
11376914,1,200,90,72,0.0530755738394842
11376914,0,200,105,72,0.0530755738394842
11376914,0,200,120,72,0.0530755738394842
11376914,0,200,110,72,0.0530755738394842
11376914,0,200,115,72,0.0530755738394842
11377065,1,200,50,78,0.441934885321038
11377065,0,200,60,78,0.441934885321038
11377065,0,200,70,78,0.441934885321038
11377065,1,200,55,78,0.441934885321038
11377065,0,200,65,78,0.441934885321038
11377065,0,200,85,78,0.441934885321038
11377065,0,200,100,78,0.441934885321038
11377065,0,200,75,78,0.441934885321038
11377065,0,200,95,78,0.441934885321038
11377065,0,200,80,78,0.441934885321038
11377065,0,200,90,78,0.441934885321038
11377065,0,200,105,78,0.441934885321038
11377065,0,200,120,78,0.441934885321038
11377065,0,200,110,78,0.441934885321038
11377065,0,200,115,78,0.441934885321038
11377307,1,200,50,84,0.282471065264748
11377307,1,200,60,84,0.282471065264748
11377307,0,200,70,84,0.282471065264748
11377307,1,200,55,84,0.282471065264748
11377307,1,200,65,84,0.282471065264748
11377307,0,200,85,84,0.282471065264748
11377307,0,200,100,84,0.282471065264748
11377307,1,200,75,84,0.282471065264748
11377307,0,200,95,84,0.282471065264748
11377307,1,200,80,84,0.282471065264748
11377307,0,200,90,84,0.282471065264748
11377307,0,200,105,84,0.282471065264748
11377307,0,200,120,84,0.282471065264748
11377307,0,200,110,84,0.282471065264748
11377307,0,200,115,84,0.282471065264748
11377380,1,200,50,87,0.282402339648006
11377380,1,200,60,87,0.282402339648006
11377380,1,200,70,87,0.282402339648006
11377380,1,200,55,87,0.282402339648006
11377380,1,200,65,87,0.282402339648006
11377380,1,200,85,87,0.282402339648006
11377380,0,200,100,87,0.282402339648006
11377380,0,200,75,87,0.282402339648006
11377380,0,200,95,87,0.282402339648006
11377380,0,200,80,87,0.282402339648006
11377380,0,200,90,87,0.282402339648006
11377380,0,200,105,87,0.282402339648006
11377380,0,200,120,87,0.282402339648006
11377380,0,200,110,87,0.282402339648006
11377380,0,200,115,87,0.282402339648006
11377565,1,200,50,95,0.352934884171429
11377565,1,200,60,95,0.352934884171429
11377565,0,200,70,95,0.352934884171429
11377565,1,200,55,95,0.352934884171429
11377565,1,200,65,95,0.352934884171429
11377565,0,200,85,95,0.352934884171429
11377565,0,200,100,95,0.352934884171429
11377565,0,200,75,95,0.352934884171429
11377565,0,200,95,95,0.352934884171429
11377565,0,200,80,95,0.352934884171429
11377565,0,200,90,95,0.352934884171429
11377565,0,200,105,95,0.352934884171429
11377565,0,200,120,95,0.352934884171429
11377565,0,200,110,95,0.352934884171429
11377565,0,200,115,95,0.352934884171429
11377775,1,200,50,102,0.0530755738394842
11377775,1,200,60,102,0.0530755738394842
11377775,1,200,70,102,0.0530755738394842
11377775,1,200,55,102,0.0530755738394842
11377775,1,200,65,102,0.0530755738394842
11377775,1,200,85,102,0.0530755738394842
11377775,1,200,100,102,0.0530755738394842
11377775,1,200,75,102,0.0530755738394842
11377775,1,200,95,102,0.0530755738394842
11377775,1,200,80,102,0.0530755738394842
11377775,1,200,90,102,0.0530755738394842
11377775,1,200,105,102,0.0530755738394842
11377775,0,200,120,102,0.0530755738394842
11377775,0,200,110,102,0.0530755738394842
11377775,0,200,115,102,0.0530755738394842
11379574,1,200,50,104,0.156995855663583
11379574,1,200,60,104,0.156995855663583
11379574,1,200,70,104,0.156995855663583
11379574,1,200,55,104,0.156995855663583
11379574,1,200,65,104,0.156995855663583
11379574,1,200,85,104,0.156995855663583
11379574,0,200,100,104,0.156995855663583
11379574,1,200,75,104,0.156995855663583
11379574,0,200,95,104,0.156995855663583
11379574,1,200,80,104,0.156995855663583
11379574,0,200,90,104,0.156995855663583
11379574,0,200,105,104,0.156995855663583
11379574,0,200,120,104,0.156995855663583
11379574,0,200,110,104,0.156995855663583
11379574,0,200,115,104,0.156995855663583
11398328,1,200,50,106,0.352934884171429
11398328,1,200,60,106,0.352934884171429
11398328,0,200,70,106,0.352934884171429
11398328,1,200,55,106,0.352934884171429
11398328,1,200,65,106,0.352934884171429
11398328,0,200,85,106,0.352934884171429
11398328,0,200,100,106,0.352934884171429
11398328,0,200,75,106,0.352934884171429
11398328,0,200,95,106,0.352934884171429
11398328,0,200,80,106,0.352934884171429
11398328,0,200,90,106,0.352934884171429
11398328,0,200,105,106,0.352934884171429
11398328,0,200,120,106,0.352934884171429
11398328,0,200,110,106,0.352934884171429
11398328,0,200,115,106,0.352934884171429
11398625,1,200,50,119,0.352934884171429
11398625,1,200,60,119,0.352934884171429
11398625,0,200,70,119,0.352934884171429
11398625,1,200,55,119,0.352934884171429
11398625,1,200,65,119,0.352934884171429
11398625,0,200,85,119,0.352934884171429
11398625,0,200,100,119,0.352934884171429
11398625,0,200,75,119,0.352934884171429
11398625,0,200,95,119,0.352934884171429
11398625,0,200,80,119,0.352934884171429
11398625,0,200,90,119,0.352934884171429
11398625,0,200,105,119,0.352934884171429
11398625,0,200,120,119,0.352934884171429
11398625,0,200,110,119,0.352934884171429
11398625,0,200,115,119,0.352934884171429
11371844,1,200,50,4,0.395971319993357
11371844,1,200,60,4,0.395971319993357
11371844,0,200,70,4,0.395971319993357
11371844,1,200,55,4,0.395971319993357
11371844,0,200,65,4,0.395971319993357
11371844,0,200,85,4,0.395971319993357
11371844,0,200,100,4,0.395971319993357
11371844,0,200,75,4,0.395971319993357
11371844,0,200,95,4,0.395971319993357
11371844,0,200,80,4,0.395971319993357
11371844,0,200,90,4,0.395971319993357
11371844,0,200,105,4,0.395971319993357
11371844,0,200,120,4,0.395971319993357
